tweet_id,text
1932619713168761016,"David Faitelson
@DavidFaitelson_
·
Jun 10
Gran primer tiempo en Carolina del Norte…
Turquía agobió a México de inicio. México regresó y encontró protagonismo y un gol..,
El examen sirve muchísimo…
29
9
296
54K"
1932590221985788218,"David Faitelson
@DavidFaitelson_
·
Jun 10
Aguirre “sienta” a los G-Jiménez…
Yo no entiendo lo que está buscando…
Es increíble: ¿Desperdiciar un escenario cómo esté cuando el Mundial está a la vuelta de la esquina?
210
36
993
114K"
1937339078082769228,"David Faitelson
@DavidFaitelson_
·
Jun 23
Mejoró la selección mexicana, pero sigue lejos de un nivel competitivo para aspirar a algo en el Mundial del 2026…
25
4
55
21K"
1937171726464623083,"David Faitelson
@DavidFaitelson_
·
Jun 23
Los esperamos está noche en @Faitelsonsincensura…

+ ¿La selección mejora? Sí, un poco, pero nada para “festejar”…

+ El ridículo de la FMF: ¿Felicitar al Real Oviedo por el Oviedo por el ascenso cuando aquí acabaron con esa práctica natural del futbol?

+ Los equipos
Show more
124
10
194
68K"
1937153703774949822,"David Faitelson
@DavidFaitelson_
·
Jun 23
Replying to 
@marccrosas
Hola Marc: supongo que entiendes qué significa una pregunta retórica…
Veo a Guillermo Ochoa trabajar sabiéndose tercer portero sin ampararse en su trayectoria y jerarquía y nada más.
Me pregunto, insisto, si a veces no hemos (he) sido demasiado duros con él…
¿No entiendes?
Show more
170
16
236
60K"
1936981081225593328,"David Faitelson
@DavidFaitelson_
·
Jun 22
Algunos de los mejores minutos de México en la Copa Oro. Lastima que se reflejó en el marcador…
134
14
389
107K"
1936968799833796731,"David Faitelson
@DavidFaitelson_
·
Jun 22
Dos Chávez que juegan en Europa, las grandes modificaciones en la selección de Aguirre para el juego ante Costa Rica en la Copa Oro…
55
6
273
78K"
1936967464082129326,"David Faitelson
@DavidFaitelson_
·
Jun 22
Ha jugado 5 mundiales, figura del América y uno de los pocos  futbolistas mexicanos que tomaron riesgos y dejaron su “zona de confort” para tratar de trascender en otro nivel del juego…
¿Soy yo o, a veces no le damos a Guillermo Ochoa el valor que merece?
2.8K
421
10K
1.1M"
1936958169093382354,"David Faitelson
@DavidFaitelson_
·
Jun 22
Si Miguel Herrera canta el himno o no lo canta, si festeja el gol de Costa Rica o no lo hace son unas de las 28 mil 223  cosas que me importan un “reverendo cacahuate”…
Lo que verdaderamente importa es el futbol que le planteará el ex entrenador de México a la selección de
Show more
225
27
683
186K"
1936886196787110360,"David Faitelson
@DavidFaitelson_
·
Jun 22
El Pachuca “tiró” el Mundial de Clubes el día en que Guillermo Almada dijo adiós…
453
307
7.6K
447K"
1936882152463085643,"David Faitelson
@DavidFaitelson_
·
Jun 22
El Pachuca está desperdiciando una gran oportunidad: jugar contra un equipo que tiene un hombre menos desde el minuto 7…
Pero es un tema de calidad: los 10 del Real Madrid son y serán mejores que los 11 del club mexicano…
166
42
1.1K
119K"
1936644027220410669,"David Faitelson
@DavidFaitelson_
·
Jun 21
Estamos, desde Las Vegas, en la noche previa al México-Costa Rica…
@RicardoLaVolpeG
 @adelarosa
 @Andres_Vaca_
157
30
192
75K"
1936615994144993526,"David Faitelson
@DavidFaitelson_
·
Jun 21
Ahora resulta que Rayados “descubre” que tiene portero cuando ya tenía portero…
106
31
1.5K
146K"
1936594486127411255,"David Faitelson
@DavidFaitelson_
·
Jun 21
Me gusta ese Rayados…
Agresivo, rápido, intenso..,
Al fin, está utilizando su gran “arsenal”…
128
45
1.5K
135K"
1936579593332465767,"David Faitelson
@DavidFaitelson_
·
Jun 21
Alex: la parte deportiva es un éxito. La parte administrativa es parte de lo mismo que tiene fregado a nuestro futbol.
O sea …¿que tú solapas que un grupo que hace “trampa” con la multipropiedad y cuyo desarrollo se ha visto empañado por dineros de gobiernos se haga cargo del
Show more
Quote
Alex de la Rosa
@adelarosa
·
Jun 21
2 años y medio después piensas diferente. Me pregunto a qué se deberá 
No creería que a intereses y pugnas por encima de tus propias ideas… eso sería triste
Siempre hay un tuit David. 
Resguárdate, veo que te está consumiendo el calor de Las Vegas 
468
52
387
242K"
1936574103668040017,"David Faitelson
@DavidFaitelson_
·
Jun 21
Vergüenza les debería dar a los dueños del futbol mexicano que acabaron con el ascenso y el descenso, dos momentos esenciales de un juego llamado futbol…
521
187
3.7K
294K"
1936573549168456178,"David Faitelson
@DavidFaitelson_
·
Jun 21
Lo vemos y hasta lo sentimos en todos los rincones del mundo. Esa sensación que es más que simple alegría o júbilo cuando se logra un ascenso de categoría…
Aquí, en el futbol mexicano, con una mano en la cintura, le dimos la espalda a esa emoción, a esa hazaña y priorizamos el
Show more
128
46
538
127K"
